id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1103546640755904512,https://twitter.com/cynduja/status/1103546640755904512,Thu Mar 07 06:43:16 +0000 2019,2019-03-07 06:43:16+00:00,cynduja,RT @juliachanb: THE BAND’S GETTING BACK TOGETHER #nicar19 https://t.co/UdYfyStHoA,retweet,,nicar19,https://pbs.twimg.com/media/D1B-QqvVYAESmsg.jpg,,0,,,,en,,False,1,1103520919291539457,juliachanb,135634594,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18155359,Tue Dec 16 03:50:48 +0000 2008,False,"Reporter @reveal @CIRonline with focus on academic collaborations, data, SV diversity. Past: @googlenewslab fellow @USCAnnenberg @TNS @Viacom18. Opinions my own",2135,1150,928,54,SF Bay Area,Sinduja Rangarajan,8189,,https://www.revealnews.org/,False
1103543206388523008,https://twitter.com/Mattethedude/status/1103543206388523008,Thu Mar 07 06:29:37 +0000 2019,2019-03-07 06:29:37+00:00,Mattethedude,Nicar2019 #NICAR19 https://t.co/awDlkblrEL,original,,NICAR19,https://pbs.twimg.com/media/D1CSsjTUwAAhbtp.jpg,,0,,,,es,,False,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39080304,Sun May 10 17:27:05 +0000 2009,False,Journalist @DRNyheder. somm@dr.dk. phone: +45 60611192,69,40,333,0,,Mathias Sommer,19,,,False
1103542888749621248,https://twitter.com/measrainsey/status/1103542888749621248,Thu Mar 07 06:28:22 +0000 2019,2019-03-07 06:28:22+00:00,measrainsey,"Excited to be be attending #NICAR19 for the first time! As an environmental engr PhD student with an interest (but knows no one) in data journalism, I expect to be moderately lost and mostly alone. If anyone else attending is willing to put up with me, I would love to link up!",original,,NICAR19,,,3,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1103528412906311686,Thu Mar 07 05:30:50 +0000 2019,False,"aka meas (rhymes with geese) | environmental engineering phd student @usc | interests include water-energy nexus, data science, and environmental justice",8,2,78,0,,Measrainsey Meng,4,,https://s3research.usc.edu/,False
1103542219586195457,https://twitter.com/fvaraorta/status/1103542219586195457,Thu Mar 07 06:25:42 +0000 2019,2019-03-07 06:25:42+00:00,fvaraorta,RT @cephillips: #NICAR19 Come celebrate NICAR’s first 10 yrs of history and the Women of CAR Thursday evening in Salon C-D at 7 pm What sta…,retweet,,NICAR19,,,0,,,,en,,,4,1103448472760414208,cephillips,16829823,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",27498642,Sun Mar 29 20:38:25 +0000 2009,False,"Training director, @IRE_NICAR
Previously: @Chalkbeat @educationweek @ExpressNews @MyABJ @LABJnews @latimes. 👨🏾‍🎓: @StMarysU @Mizzou",6120,5207,6834,210,"San Antonio, TX",Francisco Vara-Orta,47237,,http://ire.org,True
1103541380213686273,https://twitter.com/fvaraorta/status/1103541380213686273,Thu Mar 07 06:22:22 +0000 2019,2019-03-07 06:22:22+00:00,fvaraorta,"RT @DougHaddix: Have you downloaded the #NICAR19 mobile app? You’ll be able to build your own schedule, connect with attendees and much mor…",retweet,,NICAR19,,,0,,,,en,,False,1,1103500556428029953,DougHaddix,18215734,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",27498642,Sun Mar 29 20:38:25 +0000 2009,False,"Training director, @IRE_NICAR
Previously: @Chalkbeat @educationweek @ExpressNews @MyABJ @LABJnews @latimes. 👨🏾‍🎓: @StMarysU @Mizzou",6120,5207,6834,210,"San Antonio, TX",Francisco Vara-Orta,47237,,http://ire.org,True
1103540268861513728,https://twitter.com/palewire/status/1103540268861513728,Thu Mar 07 06:17:57 +0000 2019,2019-03-07 06:17:57+00:00,palewire,"Start off #NICAR19 right. 

Strap in at 9am Thursday for our digital archiving panel.

@katy_boss is the brain. She'll explain the strategies for saving news apps.

I'm the bonehead. I'll shout at browser tabs and explain how the hacks at @LATdatadesk archived @thejgold's legacy. https://t.co/1qy6V18zTO",original,,NICAR19,https://pbs.twimg.com/media/D1CPIK7V4AA94bX.jpg,,8,,,,en,,False,0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",14559196,Sun Apr 27 16:10:55 +0000 2008,False,"Editor, @LATdatadesk at @latimes · Organizer, https://t.co/lZvqTdDOmO · Archivist, https://t.co/CaO6K276g3 · Send tips to ben.welsh@latimes.com",7,8597,3042,692,Live and direct,Ben Welsh,53822,,http://palewi.re/who-is-ben-welsh/,True
1103537874220113921,https://twitter.com/akesslerdc/status/1103537874220113921,Thu Mar 07 06:08:26 +0000 2019,2019-03-07 06:08:26+00:00,akesslerdc,"RT @palewire: I love @IRE_NICAR conferences, like the upcoming #NICAR19.

IMHO, the best part are hands-on classes where you dive deep and…",retweet,,NICAR19,,,0,,,,en,,,5,1103409617181204480,palewire,14559196,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",285772181,Thu Apr 21 19:15:21 +0000 2011,False,"Reporter @CNN doing data, politics and investigations. Formerly @nytimes, @HeraldTribune. Knight-Bagehot and @Mizzou alum. Philly and #rstats fan.",5376,1655,2008,153,"Washington, DC",Aaron Kessler,10850,,http://cnn.com,False
1103536997434417153,https://twitter.com/c_mitzel/status/1103536997434417153,Thu Mar 07 06:04:57 +0000 2019,2019-03-07 06:04:57+00:00,c_mitzel,RT @sarhutch: New swag for #NICAR19! Temporary tattoos of a few of our favorite logos. Look for them scattered around tomorrow. They’re fre…,retweet,,NICAR19,,,0,,,,en,,,5,1103404265567973376,sarhutch,41435223,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",796996765,Sat Sep 01 22:25:08 +0000 2012,False,"Editing @CoMissourian + @IRE_NICAR | Prev. @VirginianPilot, @TheManeater | Will write for good mac & cheese",3382,378,492,9,"Columbia, MO",Claire Mitzel,403,,http://clairemitzel.com,False
1103536527424909312,https://twitter.com/lisawaananen/status/1103536527424909312,Thu Mar 07 06:03:05 +0000 2019,2019-03-07 06:03:05+00:00,lisawaananen,"I am not at #NICAR19 😭 and my preschoolers are obsessed with temporary tattoos, so if anyone's willing to mail me a couple of these you'll receive some weird and heartfelt monster drawings in return. https://t.co/AUXpHyqaiP",quote,,NICAR19,,https://twitter.com/sarhutch/status/1103404265567973376,1,,,,en,,False,0,1103404265567973376,sarhutch,41435223,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",30205873,Fri Apr 10 12:23:18 +0000 2009,False,"Journalist, designer, teaching at @MurrowCollege. Previously with @nytgraphics and Columbia J-School. Here for the end-of-the-year lists and parenting tweets.",676,824,1010,49,,Lisa Waananen Jones,935,,http://lisawaananen.com,False
1103535200573841408,https://twitter.com/bidulomique/status/1103535200573841408,Thu Mar 07 05:57:49 +0000 2019,2019-03-07 05:57:49+00:00,bidulomique,"RT @abtran: Here’s a look at the maps we’ll be making in my “Mapping with R” #NICAR19 session on Friday. If you can’t make it, here’s the r…",retweet,,NICAR19,,,0,,,,en,,,26,1103463557289730050,abtran,11670602,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1012925456717352960,Sat Jun 30 05:07:02 +0000 2018,False,"Genomics, Molecular biology and R",15,43,121,3,"Clermont-Ferrand, France",Jonathan Kitt,175,,https://bidulomique.netlify.com,False
1103534772914216960,https://twitter.com/konkougioumou/status/1103534772914216960,Thu Mar 07 05:56:07 +0000 2019,2019-03-07 05:56:07+00:00,konkougioumou,"RT @abtran: Here’s a look at the maps we’ll be making in my “Mapping with R” #NICAR19 session on Friday. If you can’t make it, here’s the r…",retweet,,NICAR19,,,0,,,,en,,,26,1103463557289730050,abtran,11670602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",419281436,Wed Nov 23 05:16:05 +0000 2011,False,"Botanist, Biogeographer, Field Ecologist, but above all enthusiastic teacher",867,101,350,5,"Neo Psychiko, Greece",kostas kougioumoutzis,501,,http://www.kkougiou.com,False
1103533758022447105,https://twitter.com/pamaples/status/1103533758022447105,Thu Mar 07 05:52:05 +0000 2019,2019-03-07 05:52:05+00:00,pamaples,RT @SoSaysLucia: Actual footage of me at @BigLocalNews training. #nicar19 https://t.co/fDkF0QQ1aH,retweet,,nicar19,https://pbs.twimg.com/tweet_video_thumb/D1AaW3FVYAAFDv7.jpg,,0,,,,en,,False,5,1103410896846544896,SoSaysLucia,55876525,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",106410773,Tue Jan 19 13:33:28 +0000 2010,False,"Managing director, selection & partnerships @jskstanford. Previous: @stltoday|@newsy|@dalllasnews & some other news orgs no longer w/us.",1225,345,332,12,"Palo Alto, CA",Pam Maples,1350,,http://jsk.stanford.edu,False
1103531574937575424,https://twitter.com/Marym_Ryan/status/1103531574937575424,Thu Mar 07 05:43:24 +0000 2019,2019-03-07 05:43:24+00:00,Marym_Ryan,"RT @christinezhang: BTW this is the view from the “Emerald Cove” conference room at #nicar19, where I’ll be teaching “Share your work: Publ…",retweet,,nicar19,,,0,,,,en,,,1,1103449002647805952,christinezhang,37171680,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1592531000,Sun Jul 14 04:30:41 +0000 2013,False,Teaching & nerding out at #NICAR19 | @UCIrvine statistics PhD student | Journalism and statistics @Mizzou grad | stats n cats n stanning public libraries,2486,232,511,15,"Irvine, CA",Mary Ryan,820,,https://statsncats.wordpress.com/,False
1103530794289643521,https://twitter.com/DougHaddix/status/1103530794289643521,Thu Mar 07 05:40:18 +0000 2019,2019-03-07 05:40:18+00:00,DougHaddix,"RT @palewire: I love @IRE_NICAR conferences, like the upcoming #NICAR19.

IMHO, the best part are hands-on classes where you dive deep and really learn something new.

This year I'm excited to teach one called ""First Graphics App."" 

Seats are still open… https://t.co/hsM7QntN3Y",original,,NICAR19,https://pbs.twimg.com/media/D1AZJBAUcAEzQGP.jpg,,1,,,,en,,False,0,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",18215734,Thu Dec 18 14:42:49 +0000 2008,False,Executive Director @ire_nicar | reporter & editor for 20+ years | husband of children's & YA novelist @MPHaddix | proud dad of 2 | @Presbyterian elder,1762,2791,438,229,"Columbus, OH",Doug Haddix,5202,,http://www.ire.org,False
1103530791928283137,https://twitter.com/DougHaddix/status/1103530791928283137,Thu Mar 07 05:40:18 +0000 2019,2019-03-07 05:40:18+00:00,DougHaddix,"RT @djordjepadejski: Tip for 1st timers #NICAR19: Every @IRE_NICAR conference I would feel #fomo effect because I couldn’t get to every session I wanted, until I found @MacDiva’s blog and realized how open &amp; generous are #NICARians. Here’s her 2018 editi… https://t.co/QtM7mmKjC6",original,,NICAR19 fomo NICARians,,http://blog.chryswu.com/2018/01/23/nicar18-slides-links-tutorials/,0,,,,en,,False,0,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",18215734,Thu Dec 18 14:42:49 +0000 2008,False,Executive Director @ire_nicar | reporter & editor for 20+ years | husband of children's & YA novelist @MPHaddix | proud dad of 2 | @Presbyterian elder,1762,2791,438,229,"Columbus, OH",Doug Haddix,5202,,http://www.ire.org,False
1103528981309972481,https://twitter.com/sewellchan/status/1103528981309972481,Thu Mar 07 05:33:06 +0000 2019,2019-03-07 05:33:06+00:00,sewellchan,"RT @palewire: I love @IRE_NICAR conferences, like the upcoming #NICAR19.

IMHO, the best part are hands-on classes where you dive deep and…",retweet,,NICAR19,,,0,,,,en,,,5,1103409617181204480,palewire,14559196,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1198481,Thu Mar 15 02:38:28 +0000 2007,False,Deputy Managing Editor @latimes; previously @nytimes @washingtonpost; urban explorer; native New Yorker; aspiring Californian; son of immigrants,19158,32903,2866,1067,Los Angeles,Sewell Chan,14368,,http://latimes.com,True
1103528329519525888,https://twitter.com/oalbishri/status/1103528329519525888,Thu Mar 07 05:30:30 +0000 2019,2019-03-07 05:30:30+00:00,oalbishri,RT @macloo: I’m excited to be giving a talk Thursday at #NICAR2019 #nicar19 titled Python 101: An overview for total beginners https://t.co…,retweet,,NICAR2019 nicar19,,,0,,,,en,,,3,1103387948580401152,macloo,2234881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",314495826,Fri Jun 10 10:44:55 +0000 2011,False,متخصص في الاتصال الدولي | مهتم ب #الدبلوماسية_العامة | طالب دكتوراه في @UFJSchool,439,912,574,6,"Gainesville, FL",أسامة البشري | Osama Albishri,1822,,,False
1103528194127220736,https://twitter.com/julianneshapiro/status/1103528194127220736,Thu Mar 07 05:29:58 +0000 2019,2019-03-07 05:29:58+00:00,julianneshapiro,"RT @benlkeith: If you:
- are an @INN member organization
- want to work with @INNnerds
- use @LargoProject or one of the plugins we maintai…",retweet,,,,,0,,,,en,,,2,1103470014194020353,benlkeith,478290290,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",37152895,Sat May 02 05:56:58 +0000 2009,False,Director of Communications and Marketing at @inn ✩ M.S. in Publishing from @PaceMSinPub ✩ Corgi Mom ✩ Opinions r my own,395,800,1279,66,"Los Angeles, CA",Jules Shapiro,3147,,,False
1103527253026062336,https://twitter.com/INN/status/1103527253026062336,Thu Mar 07 05:26:14 +0000 2019,2019-03-07 05:26:14+00:00,INN,"RT @benlkeith: If you:
- are an @INN member organization
- want to work with @INNnerds
- use @LargoProject or one of the plugins we maintai…",retweet,,,,,0,,,,en,,,2,1103470014194020353,benlkeith,478290290,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",190773853,Tue Sep 14 20:16:03 +0000 2010,False,The Institute for Nonprofit News is a nonpartisan organization advancing sustainability & excellence in nonprofit journalism.,8742,14390,2065,837,,INN,13932,,http://inn.org,True
1103526096660660225,https://twitter.com/elizabeth_joh/status/1103526096660660225,Thu Mar 07 05:21:38 +0000 2019,2019-03-07 05:21:38+00:00,elizabeth_joh,wish I could sit in on this #NICAR19 https://t.co/wxyDxh1I3P,original,,NICAR19,https://pbs.twimg.com/media/D1CDIrDV4AA2PlH.jpg,,4,,,,en,,False,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2294984438,Thu Jan 16 20:32:20 +0000 2014,False,"Law professor @UCDavisLaw & on @TrumpConLaw. Thinking about policing, technology, law, dystopia. RTs aren't endorsements, etc.",4553,10859,1002,453,academic cave,Elizabeth Joh,38727,,https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=86638,False
1103524147337023489,https://twitter.com/JuliaJRH/status/1103524147337023489,Thu Mar 07 05:13:53 +0000 2019,2019-03-07 05:13:53+00:00,JuliaJRH,"RT @palewire: Just in time for #NICAR19, I got back my FOIA for @uscensusbureau design rules. 

Every style guide from Census 2000 to 2020…",retweet,,NICAR19,,,0,,,,en,,,12,1103413228548182017,palewire,14559196,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",54567377,Tue Jul 07 14:48:37 +0000 2009,False,Engagement consultant team lead @wearehearken. Fan of newsrooms + data. Pet: #PicaTheCat. Married to @myersjustinc. #GoPackGo,19978,2594,2070,212,"Chicago, IL",Julia Haslanger,28705,,https://medium.com/social-journalism-101,False
1103523914515329024,https://twitter.com/AmandaJamesNYC/status/1103523914515329024,Thu Mar 07 05:12:58 +0000 2019,2019-03-07 05:12:58+00:00,AmandaJamesNYC,"RT @HBCompass: If you're new to #NICAR19 and feel new to coding, tech, specific tools, processes or workflows...the next few days might see…",retweet,,NICAR19,,,0,,,,en,,,4,1103499641192996864,HBCompass,111183422,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",885142352096088065,Wed Jul 12 14:22:36 +0000 2017,False,"Data Journalist @Law360 | Bylines: @NewsObserver, @CPublicPress @CNN by way of @ColumbiaJourn and @BU_Tweets",594,288,860,6,"Brooklyn, NY",Amanda James,553,,http://amandalynnjames.com,False
1103523772148023296,https://twitter.com/AmandaJamesNYC/status/1103523772148023296,Thu Mar 07 05:12:24 +0000 2019,2019-03-07 05:12:24+00:00,AmandaJamesNYC,RT @djordjepadejski: Tip for 1st timers #NICAR19: Every @IRE_NICAR conference I would feel #fomo effect because I couldn’t get to every ses…,retweet,,NICAR19 fomo,,,0,,,,en,,False,5,1103413492457996288,djordjepadejski,70574113,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",885142352096088065,Wed Jul 12 14:22:36 +0000 2017,False,"Data Journalist @Law360 | Bylines: @NewsObserver, @CPublicPress @CNN by way of @ColumbiaJourn and @BU_Tweets",594,288,860,6,"Brooklyn, NY",Amanda James,553,,http://amandalynnjames.com,False
1103523689755303936,https://twitter.com/andrewvandam/status/1103523689755303936,Thu Mar 07 05:12:04 +0000 2019,2019-03-07 05:12:04+00:00,andrewvandam,"RT @palewire: Just in time for #NICAR19, I got back my FOIA for @uscensusbureau design rules. 

Every style guide from Census 2000 to 2020…",retweet,,NICAR19,,,0,,,,en,,,12,1103413228548182017,palewire,14559196,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",20292059,Sat Feb 07 03:30:30 +0000 2009,False,"I visualize/write about econ data  @washingtonpost. Previously, I did a similar thing @WSJ. Also, I'm from Idaho.",27420,2525,1260,148,DC,Andrew Van Dam,1886,,,True
1103522976438181888,https://twitter.com/ahofschneider/status/1103522976438181888,Thu Mar 07 05:09:14 +0000 2019,2019-03-07 05:09:14+00:00,ahofschneider,RT @djordjepadejski: Tip for 1st timers #NICAR19: Every @IRE_NICAR conference I would feel #fomo effect because I couldn’t get to every ses…,retweet,,NICAR19 fomo,,,0,,,,en,,False,5,1103413492457996288,djordjepadejski,70574113,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",19480493,Sun Jan 25 06:54:47 +0000 2009,False,"Journalist @CivilBeat covering social issues: anita@civilbeat.org former @AP reporter @WSJ intern @Harvard alum taotao Saipan, CNMI 🇲🇵  RTs ≠ endorsements.",3424,4131,7006,211,"Honolulu, HI",Anita Hofschneider,9953,,http://www.civilbeat.org/,True
1103522877620445184,https://twitter.com/cfarivar/status/1103522877620445184,Thu Mar 07 05:08:51 +0000 2019,2019-03-07 05:08:51+00:00,cfarivar,RT @djordjepadejski: Tip for 1st timers #NICAR19: Every @IRE_NICAR conference I would feel #fomo effect because I couldn’t get to every ses…,retweet,,NICAR19 fomo,,,0,,,,en,,False,5,1103413492457996288,djordjepadejski,70574113,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",709313,Fri Jan 26 16:38:14 +0000 2007,False,"""suh-ROOS"" / Investigative Tech Reporter, @nbcnews / ex-@arstechnica / cyrus.farivar@nbcuni.com / +1-646-872-5369 (Signal/WhatsApp) / Author, HABEAS DATA (2018)",13712,22451,23791,1290,"Oakland, CA",Cyrus Farivar,112621,,http://cfarivar.org,True
